PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
6Xh5b,r1b1r1k1/pp2q2p/3b1pBQ/3Pp1B1/7P/8/PP3PP1/R3R1K1 b - - 0 19,h7g6 h6g6 e7g7 g6e8,1085,78,90,1880,crushing deflection kingsideAttack middlegame short,https://lichess.org/C8X1w9NO/black#38,Sicilian_Defense Sicilian_Defense_Alapin_Variation
Uyuv0,4rr1k/pppq2pp/2n2n2/2b1P1B1/3p4/1B4N1/PP3PPP/R2QR1K1 b - - 0 17,f6g4 e5e6 g4f2 e6d7,1218,74,87,774,advancedPawn advantage middlegame short,https://lichess.org/HGVHsjAc/black#34,Italian_Game Italian_Game_Rousseau_Gambit
dAaz7,5r2/1b3pk1/pp4p1/2pn2N1/3p1P2/4r1P1/PP2BKP1/7Q b - - 3 31,f8e8 h1h7 g7f6 h7f7,940,84,96,740,mate mateIn2 middlegame short,https://lichess.org/CLmg4yHG/black#62,
8BHqC,8/8/3kp1p1/p2p1pP1/3K1P1P/P3P3/8/8 w - - 3 42,h4h5 g6h5 g5g6 d6e7 g6g7 e7f7 g7g8r f7g8,1216,75,96,5069,crushing endgame pawnEndgame veryLong,https://lichess.org/9RU4efqI#83,
nF4lE,2kr4/6pp/p7/1pp5/8/KPNpP3/P4rPP/3R3R w - - 0 25,c3e4 b5b4 a3a4 f2a2,1077,86,90,3000,deflection endgame mate mateIn2 short,https://lichess.org/Ei1qwwdp#49,
oYfwo,r2r2k1/ppp1bp1p/5p1B/4n3/2P1NR2/2P5/P1P3PP/R5K1 w - - 1 18,e4f6 e7f6 f4f6 e5g4 h6g5 g4f6,1262,75,77,108,attraction crushing long middlegame,https://lichess.org/IvsfODep#35,Italian_Game Italian_Game_Giuoco_Pianissimo
rhrRZ,7r/p6p/Bkp1Rp2/1P4p1/6PK/2r5/8/1R6 w - - 0 34,h4h5 c3h3,900,82,47,68,endgame mate mateIn1 oneMove,https://lichess.org/b4dz110D#67,
kzHtH,2Q2k2/p1p3pp/3r1p2/2q5/8/8/P1P3PP/4R2K b - - 1 25,f8f7 c8e8,974,103,92,713,endgame mate mateIn1 oneMove,https://lichess.org/KCoh5Ypa/black#50,
PC08R,5bk1/5p2/4p1p1/2Pp4/3B1QR1/3q1B2/3n1PKP/8 w - - 3 37,g4g3 d3f1,1120,156,50,21,master mate mateIn1 middlegame oneMove,https://lichess.org/TiKqFmsQ#73,
iEm74,2r3k1/n1Q3pp/4Pb2/p4p2/6q1/p1N5/6PP/KR3R2 w - - 3 30,b1b8 f6c3 c7c3 c8b8,1135,76,96,11371,crushing middlegame short,https://lichess.org/Hr5FM0Wt#59,
ujySF,r4rk1/1pp2ppp/2npbq2/p1b1n3/2P5/PPN1PN1P/4BPP1/R1BQ1RK1 w - - 1 12,c3e4 e5f3 e2f3 f6a1,1341,78,93,1768,crushing discoveredAttack middlegame short,https://lichess.org/RTxKghSm#23,Indian_Defense Indian_Defense_Budapest_Defense
wYveA,1r3r2/6k1/2pbp1p1/p7/3P4/P1P1P3/2QK1P2/7R w - - 0 33,h1g1 f8f2 d2d1 f2c2,987,98,94,1390,crushing endgame short skewer,https://lichess.org/udLV6TrO#65,
eHjQv,4k3/pp3p2/2p1b2P/6q1/4P3/2Q2P2/1P1K4/7R w - - 1 38,c3e3 g5g2 d2c3 g2h1,1055,81,94,144,advantage endgame fork master short,https://lichess.org/CSlRZpsd#75,
TxK6T,r2q1rk1/2p3pp/b1p5/p3p3/4Q3/8/PPP1NbPP/R1B2RK1 w - - 0 15,f1f2 d8d1 f2f1 d1f1,1214,78,76,100,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Xg50hrPI#29,Italian_Game Italian_Game_Two_Knights_Defense
kFtA9,3r1r2/p4pbk/5qpp/3P4/3n1B2/5B1P/PP1Q1PP1/R2R2K1 w - - 3 24,f3e4 f6f4 d2f4 d4e2 g1f1 e2f4,1355,76,100,463,advantage attraction fork long middlegame sacrifice,https://lichess.org/c39NjxMX#47,
KXfx7,r3r1k1/p1p1qppp/6b1/1QbpP3/1n3BP1/7P/PPPN1P2/2KR1B1R w - - 3 17,c2c3 b4a2,906,77,82,464,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/FvgknZWd#33,French_Defense French_Defense_Exchange_Variation
pv0ZU,r1q2rk1/p1p1bpp1/2Pp3p/3Pp1n1/4P3/1NN3P1/P1Q2PKP/R4R2 w - - 1 20,h2h4 c8h3 g2g1 g5f3,910,106,100,18,mate mateIn2 middlegame short,https://lichess.org/d0J0V1E5#39,
T8wCb,r2qk2r/p1pp1p1p/Bp2pbpP/8/6P1/5Q2/1PP2P2/RNB1K3 b Qkq - 0 15,f6g5 c1g5 d8g5 f3a8,1092,83,92,229,crushing master middlegame short,https://lichess.org/P0lyvk2p/black#30,Owen_Defense Owen_Defense_Other_variations
qQDnY,5rQk/6pp/1p5N/p7/2B5/8/Pq6/5bK1 b - - 5 45,f8g8 h6f7,975,95,90,1997,endgame master mate mateIn1 oneMove smotheredMate,https://lichess.org/9YFXkzNt/black#90,
3coEq,2Rb2k1/5ppp/p3pn2/8/bp2P3/1P6/PP4PP/6K1 b - - 1 28,a4d7 c8d8 d7e8 e4e5 g8f8 e5f6,1316,77,92,1149,advantage endgame hangingPiece long,https://lichess.org/lZD7h8y3/black#56,
6gW0M,8/3n1p2/P5p1/1N3k1p/8/R3PKP1/3r3P/8 w - - 3 40,a6a7 d7e5,965,99,97,417,endgame mate mateIn1 oneMove,https://lichess.org/BzcXYAmK#79,
jiTvX,2r2r2/7k/p3N1pp/1pb1Q1p1/8/P1P4P/1P1q2P1/1R2R2K b - - 3 28,f8f5 e5g7,927,77,100,110,master mate mateIn1 middlegame oneMove,https://lichess.org/lPHWtwbI/black#56,
o5miX,q2r2k1/5p1p/3b1ppB/4N3/8/7P/1Q3PP1/4R1K1 b - - 0 32,d6e5 e1e5 f6e5 b2e5 d8d1 g1h2 a8f8 h6f8,1225,76,100,216,crushing endgame veryLong,https://lichess.org/XG9VyOce/black#64,
9ncQU,4k3/2Qbnpb1/p2Rq3/1p6/4Pp2/8/PPP3P1/1K6 b - - 1 29,e6e5 c7d7 e8f8 d7d8,1173,80,93,3087,endgame mate mateIn2 short,https://lichess.org/hygCG9Nx/black#58,
Rys7q,r5k1/1bqnbrp1/p1n1p1Np/1pppPp1P/5B2/3P2P1/PPP1QPB1/R3RNK1 w - - 4 17,g2d5 c6d4 e2d1 b7d5,1393,76,97,10717,advantage discoveredAttack middlegame short,https://lichess.org/OmW4kHLs#33,Caro-Kann_Defense Caro-Kann_Defense_Breyer_Variation
IkcJB,4r1r1/1p2n2k/1P2N3/2P4p/P3nN2/4pp2/1Q5P/R6K w - - 2 38,b2e5 e4f2,900,98,94,633,cornerMate mate mateIn1 middlegame oneMove,https://lichess.org/VHsHhROe#75,
Gys5X,5rk1/2p2ppp/p7/4Q3/1PP1P2q/P3P3/3r2PP/R1R3K1 w - - 1 23,c1d1 h4f2 g1h1 f2g2,1255,79,72,177,endgame kingsideAttack mate mateIn2 short,https://lichess.org/qxMMPZhJ#45,
ien8o,5rk1/p5p1/2np3p/8/1p2P3/8/PPQ2P1q/3RNK2 w - - 0 23,c2c6 h2f2,1005,95,94,1048,endgame mate mateIn1 oneMove,https://lichess.org/iXkav06x#45,
XZoT7,8/8/r5p1/1k3p1p/2R1p2P/PpK1P1P1/5P2/8 w - - 0 57,c3b3 a6a3 b3a3 b5c4,1142,76,100,117,crushing deflection endgame rookEndgame short,https://lichess.org/3EKcwK4M#113,
isFmr,5rk1/2pq1pn1/p2p1Q2/1p1P2p1/4r1P1/7R/PB5P/R5K1 b - - 3 36,d7g4 h3g3 g4g3 h2g3,977,92,91,240,crushing defensiveMove middlegame short,https://lichess.org/LGSXXgcP/black#72,
i25qU,1r4k1/2p1Rp2/p2p1Ppp/6n1/N5q1/1P1Q4/P1P3PP/6K1 b - - 2 28,g5h3 d3h3 g4d1 g1f2,1208,76,88,404,advantage endgame short,https://lichess.org/lKi0vBY7/black#56,
6a83e,7r/2r2pk1/p2Rp1p1/1pP1P1P1/1Pp1qP2/P1Q5/6R1/6K1 w - - 12 37,c3d4 e4e1,1100,94,88,26,endgame master mate mateIn1 oneMove,https://lichess.org/hSlBVHHd#73,
tz6kt,r4k2/5Bp1/6Pp/1n2PP2/1p2p3/2p1b1BP/P1P5/1K3R2 w - - 1 37,f5f6 b5a3 b1a1 a3c2,915,99,95,1935,crushing deflection endgame queensideAttack short,https://lichess.org/G2MahjQv#73,
4xLmh,8/4k1p1/5p1p/p2p1P2/Ppp3P1/7P/KP6/R1B4r w - - 0 37,c1f4 b4b3 a2a3 h1a1,1175,78,86,785,deflection endgame mate mateIn2 short,https://lichess.org/qBV36ZiK#73,
iz9fy,6k1/1R5p/8/7q/4Q3/p5P1/5P2/3r2K1 w - - 8 45,g1g2 h5h1,945,87,94,171,endgame mate mateIn1 oneMove,https://lichess.org/IajExgfw#89,
2XsVQ,3r4/ppp5/8/8/2P5/3pKPk1/P7/3R4 w - - 2 35,d1d3 d8d3 e3d3 g3f3,1320,76,87,435,crushing endgame rookEndgame short,https://lichess.org/cK9lySJU#69,
o0igq,rnbqkbnr/pp4pp/2p2p2/3pN2Q/2PPp3/4P3/PP3PPP/RNB1KB1R b KQkq - 1 6,e8e7 h5f7 e7d6 c4c5,1238,76,97,2572,mate mateIn2 opening short,https://lichess.org/dpHsDAAT/black#12,Slav_Defense Slav_Defense_Other_variations
EADaw,2r3k1/p3ppb1/3p2p1/8/2r3P1/1N1QB3/qpP4R/1K1R4 w - - 0 26,b1a2 c4a4 a2b1 a4a1 b3a1 b2a1q,1016,93,91,629,advancedPawn exposedKing long master mate mateIn3 middlegame promotion,https://lichess.org/pR7mnASf#51,
doNaz,r3r1k1/5pp1/7p/1bPPP3/p7/1pQ1RN1P/q4PP1/4R1K1 w - - 3 40,e1a1 b3b2 a1a2 b2b1q g1h2 b1a2,1370,78,93,1624,advancedPawn advantage fork long middlegame promotion,https://lichess.org/J5PiZriL#79,
006HV,1r6/5k2/2p1pNp1/p5Pp/1pQ1P2P/2P4R/KP3P2/3q4 w - - 4 31,c4c6 b4b3 a2a3 d1a1,1163,87,93,1014,endgame mate mateIn2 short,https://lichess.org/ibb2c72C#61,
T93KB,3r2k1/pppN1ppp/2n5/2b1p3/4P3/2P4P/PPQB1qB1/R6K w - - 2 18,d7c5 d8d2 c2d2 f2d2,963,77,81,186,crushing master middlegame short,https://lichess.org/Eatk58Kk#35,Englund_Gambit Englund_Gambit_Hartlaub-Charlick_Gambit
OVf8g,1r4k1/pnb2pp1/7p/3P4/4p2q/PP3B2/2PQ1PPP/R3R1K1 w - - 0 27,e1e4 h4h2 g1f1 h2h1 f1e2 h1a1,1121,101,69,23,advantage kingsideAttack long middlegame skewer,https://lichess.org/TUia108a#53,
CoOkM,rn1qk1nr/ppp2ppp/3p4/2b1p3/2B1P1b1/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 5,c4f7 e8f7 f3e5 d6e5,982,81,87,116,advantage hangingPiece opening short,https://lichess.org/JBpvkX3C#9,Vienna_Game Vienna_Game_Anderssen_Defense
dgJQv,k7/p7/8/3P4/1PQ1P3/1P1p2P1/1K2q3/8 w - - 3 48,b2c3 e2c2 c3d4 c2c4 b3c4 d3d2,1270,77,82,181,endgame,https://lichess.org/jiy47GME#95,
ig8QY,1k6/ppp3p1/3bB3/2p2Q1p/6Nq/2P2P1P/PP1r4/R4K1R w - - 0 29,a1d1 d2d1 f1e2 d1h1,1196,77,52,87,crushing hangingPiece middlegame short skewer,https://lichess.org/NYjhEwoB#57,
zszSp,r2q3k/p1p3bp/PpP2pp1/1P2p3/2R1P3/1Q2BN2/4KPPP/3r4 b - - 2 28,d1d3 b3d3 d8d3 e2d3,949,87,82,242,crushing middlegame short,https://lichess.org/itYcXWah/black#56,
nwxPb,3R3Q/p2R2p1/1p2p1kp/2p5/1P2b3/P7/3K2qP/8 w - - 0 35,d2c3 g2c2,1057,106,100,37,endgame mate mateIn1 oneMove,https://lichess.org/PjzKrnWF#69,
j48Pl,rnb2k1r/p4p2/PpPp2p1/1B2q1Np/4P1nP/2N5/1P1Q1PP1/R4RK1 w - - 1 18,a1d1 e5h2,965,125,87,21,mate mateIn1 middlegame oneMove,https://lichess.org/mp0X1MT0#35,Queens_Pawn_Game Queens_Pawn_Game_Modern_Defense
FwL2U,2r3k1/3Q1ppp/p1r5/2q5/1p6/2P5/PP4PP/2K1RR2 b - - 1 26,f7f6 e1e8 c8e8 d7e8,996,76,88,160,crushing endgame short,https://lichess.org/tVnB388j/black#52,
WEpwy,5R2/pppk3P/5b2/8/8/6P1/b2K4/8 b - - 2 40,d7e7 f8f6 e7f6 h7h8q,1124,93,94,4526,advancedPawn attraction crushing endgame promotion short,https://lichess.org/mvgx1wUc/black#80,
Rc2KP,3r2k1/2p3pp/2p1r3/1pB5/5P2/PN6/4PP1P/5K1R w - - 1 27,e2e3 d8d1 f1e2 d1h1,956,104,57,42,crushing endgame master short skewer,https://lichess.org/9PVHVBhm#53,
yXjiJ,4r1k1/pp1q1ppp/2pP1r2/6N1/3R4/1P6/P1Q1nPPP/3R3K b - - 12 28,e2d4 c2h7 g8f8 h7h8,959,82,96,2457,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/tAI1Z2Q0/black#56,
dcvzo,8/p1Q5/3r4/3Bkp2/2P5/KPq3P1/P3P3/8 w - - 5 40,c7f7 d6a6,1136,76,100,628,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/gt93x9zy#79,
KfGpP,2kr4/1p6/p1p1p2R/2b5/8/P2B2r1/1PP5/1K1R4 b - - 0 28,e6e5 d3f5 c8c7 h6h7 c7b6 d1d8,1192,88,60,37,endgame,https://lichess.org/Ie1Rm2tH/black#56,
sjHwN,2r3k1/pb1Q2p1/1pq4p/5p2/8/B1P2P2/P5PP/R6K w - - 1 25,d7f5 c6c3 a1d1 c3a3,1292,77,90,2504,crushing endgame fork short,https://lichess.org/nc5BV0tT#49,
4bt1g,8/8/2B5/P1n1k1p1/6Kp/8/8/8 b - - 4 62,c5d3 a5a6 e5d6 a6a7,1357,79,93,5825,advancedPawn crushing endgame master short,https://lichess.org/2qONMGo2/black#124,
7SEQr,r1b3k1/1pp2Rp1/pbn3Qp/3pp3/PP1Pp2q/2P1P3/1B2B1PP/6K1 b - - 3 22,h4g5 f7g7 g8h8 g7g8,1242,77,94,1415,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/qVwBAGmh/black#44,
TyvEH,8/3p3R/4p1k1/pr2Pn2/1p6/8/PPK5/5R2 w - - 7 31,h7d7 f5e3 c2d3 e3f1,1166,75,71,296,advantage endgame fork master short,https://lichess.org/bLSzj72K#61,
p9zPh,r3k2r/pb2bppp/2q1pn2/1pp1p3/5P2/2NP1N1P/PPP3P1/R1BQR1K1 w kq - 0 12,f3e5 c6g2,1109,202,82,6,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/IaPaXhNK#23,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
rbkyC,r2q1r1k/1p4p1/p2p1p1p/3Bn3/P3P2R/2P1Q3/2P3PP/5RK1 b - - 1 22,a8b8 h4h6 g7h6 e3h6,1021,79,100,444,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/vtfnlBTC/black#44,
b539U,r1b2rk1/6pn/p1p1q2p/4pp2/8/1PNB1R2/P1P3PP/R2Q2K1 b - - 0 17,e5e4 d3c4 e6c4 b3c4,1138,75,99,1741,advantage middlegame pin short,https://lichess.org/GJ3FVeJ5/black#34,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
YYZs2,8/p3k3/2p1p1p1/2P1KpPp/2R2P1P/1P6/2P5/3r4 w - - 5 39,c4a4 d1d5,1108,88,94,540,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/VwGnHtX7#77,
DNu1G,R1n2q1k/2r3pp/8/4Np1P/8/2P1P3/PP3PP1/2K4R b - - 0 25,h7h6 e5g6 h8g8 g6f8,1059,79,83,72,crushing endgame fork short,https://lichess.org/uB1bSQZV/black#50,
Bqeg6,2kr3r/p2b2pp/1p3p2/2p1pq1P/2P5/PQP1BB2/5PKP/R6R w - - 0 23,b3b1 f5h3 g2g1 h3f3,1032,77,97,4169,crushing deflection master middlegame short,https://lichess.org/Um8YpoUe#45,
W8OoW,r1bq1k1r/p1pp1Bpp/2n5/1pn1P3/1bQ5/2N2N2/PP3PPP/R1B1K2R w KQ - 0 11,c4f4 c5d3 e1f1 d3f4,1020,88,87,169,crushing fork opening pin short,https://lichess.org/cFUOu8Ob#21,Scotch_Game Scotch_Game_Goring_Gambit
qxcL4,r5k1/p2r1ppp/1pN1p3/2pn1q2/P6P/6P1/1PPQ1P2/R3R1K1 b - - 1 24,d5f6 d2d7 f6d7 c6e7 g8f8 e7f5,1381,74,95,4076,advantage fork long middlegame sacrifice,https://lichess.org/FRjBC6mx/black#48,
XVCvq,r5r1/p7/1p4pp/8/8/4R3/PPP4k/2KR4 b - - 1 25,g6g5 d1d2 h2g1 e3e1,1177,76,88,986,endgame mate mateIn2 rookEndgame short,https://lichess.org/0uvlQORA/black#50,
69nGl,2r3k1/6p1/4p3/p2pP2P/8/3Q3P/P4q2/1R5K b - - 0 30,c8c2 b1b8 f2f8 b8f8,1174,81,94,91,crushing endgame master short,https://lichess.org/x19G2ES8/black#60,
RxKpS,3r2k1/bpB2pp1/p1p4p/2P5/1P1nB3/P6P/5PP1/4R1K1 b - - 2 25,d8e8 e4h7 g8h7 e1e8,964,90,89,87,crushing discoveredAttack endgame kingsideAttack short,https://lichess.org/0TN7t2Xl/black#50,
LN2Gw,3Q2nk/1q4pp/b3P3/1p6/8/1Pr5/6PP/R2R2K1 b - - 0 31,c3c2 d8g8 h8g8 d1d8,1389,76,90,878,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/nyWC2pp0/black#62,
pnCJk,r1b1k2r/3p1p1p/p3pp2/1p6/3PP3/PB6/4RPPP/qN1Q2K1 b kq - 0 16,c8b7 e2a2 a1a2 b3a2,1388,76,75,153,advantage middlegame short trappedPiece,https://lichess.org/XhJUbGAL/black#32,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
tEW1W,3q2k1/1b2Rp2/p4Qpn/6N1/5P2/8/PPP3PP/6K1 w - - 7 33,g5f7 d8d1 g1f2 h6g4 f2g3 g4f6,1302,74,96,9388,crushing endgame fork long,https://lichess.org/8K9pTtht#65,
0sMJi,r2qk2r/3n1p2/3bR1pp/p1p4n/PpPP4/3B1Q2/NP3PPP/R1B3K1 b kq - 0 16,f7e6 d3g6 e8e7 f3f7,1064,81,95,8495,fork mate mateIn2 middlegame short,https://lichess.org/rdyVm7u2/black#32,Rat_Defense Rat_Defense_Small_Center_Defense
T7uan,r2qk2r/pppb2pp/2n4n/4p3/Q1B4N/2N1P3/PP3PPP/R3K2R b KQkq - 0 13,d8h4 c4f7 h6f7 a4h4,1201,80,96,1577,advantage discoveredAttack middlegame short,https://lichess.org/0cc5Kpt1/black#26,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
GmJBf,r3r1k1/pp3ppp/3b1p2/2pPn3/2P2B2/1P3N2/P1K2PPP/4R2R b - - 10 19,e5f3 e1e8 a8e8 f4d6,1200,76,100,717,advantage kingsideAttack middlegame short,https://lichess.org/weJP0kVV/black#38,
tG5TG,5r1k/1p4pn/p1p5/1q6/4N1Q1/2P2P1P/PP4P1/R4K2 w - - 1 27,f1f2 b5b2 f2g3 b2a1,1116,77,95,16113,crushing endgame fork short,https://lichess.org/fIvekBmP#53,
Q4w1G,6k1/ppp2pp1/2n5/3pNq2/3P1n2/2P2P1P/PP4NK/3Q4 w - - 1 27,e5c6 f5h3 h2g1 h3g2,976,75,100,219,endgame mate mateIn2 short,https://lichess.org/zlxEkDmV#53,
i5umo,7k/1p4p1/4B2p/1bPpQ3/3P3q/P3P3/5KPP/8 w - - 3 34,e5g3 h4f6 g3f4 f6e6,1046,83,68,114,advantage endgame fork short,https://lichess.org/d5JWx5Fx#67,
TMXv4,2k5/Qpp5/p2p3p/1q6/5rpP/2P5/PPP5/K3R3 b - - 0 30,f4f1 a7a8 c8d7 a8e8,1170,77,89,605,endgame master mate mateIn2 short,https://lichess.org/nZwR91S8/black#60,
qA3vC,r3k2r/b1p1qppp/p4n2/1p6/1P1p1B2/PP1P1P1P/2Q1NP2/R3K2R b KQkq - 3 17,f6d5 c2c6 e7d7 c6a8,1279,78,92,4482,crushing fork middlegame short,https://lichess.org/qwNWrJwK/black#34,Russian_Game Russian_Game_Three_Knights_Game
WyqJF,5bk1/1rr3pP/3p1RR1/3PpP2/4P3/q3BQ1K/8/1q6 b - - 0 42,g8h8 f6f8 h8h7 f3h5,995,76,97,231,mate mateIn2 middlegame short,https://lichess.org/PlWvJCCT/black#84,
cZAki,6k1/2q1ppbp/b1p1P1p1/p2p4/Pr3B2/4Q1PP/2P2PB1/4R1K1 b - - 0 23,c7b7 e6f7 g8f7 e3e6,1347,74,73,346,advancedPawn attraction crushing kingsideAttack middlegame short,https://lichess.org/SERKqBCc/black#46,
WtEAS,8/8/8/r5k1/4P3/2K4p/2P4R/8 w - - 2 47,h2h3 a5a3 c3c4 a3h3,1269,77,65,76,crushing endgame rookEndgame short skewer,https://lichess.org/LdMpZWlK#93,
4WS3y,3r2k1/5ppp/p7/1p6/1P1qn3/P2r1B2/4QPPP/R3R1K1 b - - 3 24,e4c3 e2e8 d8e8 e1e8,1029,89,60,54,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/M1elCf3X/black#48,
ryx6o,r2qk2r/ppp2p1p/5n2/4n3/4P1b1/2PP1Nb1/PP2K1P1/RNBQ1B1R w kq - 1 11,b1d2 d8d3,1379,75,93,253,mate mateIn1 oneMove opening,https://lichess.org/vofYIOaR#21,Bird_Opening Bird_Opening_Froms_Gambit
fAmBW,r2qkb1r/1p2pppp/p4n2/2p1N3/P1Bn2b1/2N5/1PPP1PPP/R1BQR1K1 b kq - 0 9,g4d1 c4f7,1048,82,91,1993,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/szJymGKO/black#18,Sicilian_Defense Sicilian_Defense_Modern_Variations
HXs4x,4kbnr/pp1rpppp/8/4P3/Q7/2P2q2/PP3P1P/RNB1KR2 w Qk - 4 14,a4a7 d7d1,1102,82,68,60,mate mateIn1 middlegame oneMove,https://lichess.org/40PeDgyV#27,Sicilian_Defense Sicilian_Defense_Old_Sicilian
rvlIN,r4r2/p4pbk/2p1n3/1q3N1Q/7P/3pP1B1/1P3PP1/5RK1 b - - 1 27,h7g8 f5e7,1030,75,98,672,master mate mateIn1 middlegame oneMove,https://lichess.org/wsNNNU2q/black#54,
4rCSt,5k2/7R/1K6/r7/8/8/8/8 b - - 25 91,a5a8 h7h8 f8f7 h8a8,1208,100,76,44,crushing endgame rookEndgame short skewer,https://lichess.org/OdWhNJKv/black#182,
HbwWn,7k/6p1/3N4/2Qp4/2nPb3/4q2P/6P1/5RK1 w - - 5 34,g1h1 e3h3 h1g1 h3g2,1316,83,92,4208,endgame mate mateIn2 pin short,https://lichess.org/u5DGg4HY#67,
Phqot,8/3R1n2/5k2/5Bp1/3K2P1/2P1P3/3r4/8 w - - 3 46,f5d3 d2d3 d4d3 f7e5 d3c2 e5d7,1131,82,93,419,attraction crushing endgame fork long master sacrifice,https://lichess.org/AmHkA9xy#91,
3CoIS,R7/8/p2k2p1/Pp3p2/1PpP1P2/3r4/2K5/8 b - - 5 51,d3d4 a8d8 d6c6 d8d4,1261,102,52,34,crushing endgame master rookEndgame short skewer,https://lichess.org/JhUdgKI3/black#102,
Jtnmv,6r1/1p6/2p1k3/2n3P1/p4PR1/P2p4/1P1K4/3B4 w - - 1 43,g4g3 c5e4 d2d3 e4g3,1176,76,99,660,advantage endgame fork master short,https://lichess.org/vnvrMVqs#85,
YVUU0,2kr3r/2p2pp1/p6p/3qp3/2N5/3P3P/PPn2PP1/R1Q2RK1 b - - 2 20,c2a1 c4b6 c8b7 b6d5,1093,76,87,257,crushing middlegame pin queensideAttack short,https://lichess.org/xPvVX4E3/black#40,
