PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
YOBco,3r2k1/1R3ppp/p3b3/3B4/8/P5P1/1Pr2P1P/3R2K1 w - - 2 21,g1g2 d8d5 b7b8 c2c8 b8c8 e6c8,1999,79,91,660,advantage endgame long,https://lichess.org/ZYZTdD6H#41,
cJIfj,4r3/pbp3k1/1p1p2pp/3P1q2/2P1N1n1/PP6/2Q1BPP1/4RRK1 w - - 0 23,e2d3 f5h5 c2c3 e8e5 c3e5 d6e5 f2f3 h5h2,1976,76,96,6961,defensiveMove mate mateIn4 middlegame veryLong,https://lichess.org/DNxACdvM#45,
AvzEI,4rr2/1p4k1/5p2/6pK/3Q4/3P4/PPP2NqP/R4R2 w - - 0 31,d4d7 f8f7 d7e8 g2f3 f2g4 f3h3,2014,83,91,64,defensiveMove long mate mateIn3 middlegame sacrifice,https://lichess.org/Q3Y2qTrm#61,
RaqPu,8/3R1pk1/4p3/4r3/1P1p2PK/8/8/8 b - - 1 39,e5d5 d7d5 e6d5 h4g3,2066,73,93,11547,crushing defensiveMove endgame rookEndgame short,https://lichess.org/M5sqmreT/black#78,
dVODl,5rk1/p4pb1/1p1r2pp/1P1P4/2B2qb1/1Q1R1N1P/5PP1/5RK1 b - - 0 23,g4f5 g2g3 f4e4 f1e1 e4e1 f3e1,2097,78,92,6437,advantage long master middlegame trappedPiece,https://lichess.org/pQ8sNI5w/black#46,
jxPgI,r1b1kbnr/2q2ppp/2P1p3/p1pp4/Q7/2N5/P3PPPP/R1B1KB1R b KQkq - 2 11,g8e7 c3b5 c7c6 b5c7 e8d8 a4c6 e7c6 c7a8 c8b7 a8b6,2025,77,93,4083,advantage discoveredAttack opening pin veryLong,https://lichess.org/3OJfIrPt/black#22,Semi-Slav_Defense Semi-Slav_Defense_Accelerated_Move_Order
yfBBG,r3r1k1/p4pb1/6p1/qppP1b2/1nB2B2/2N2P2/PP5Q/2KR3R b - - 1 20,b5c4 h2h7 g8f8 f4d6 e8e7 d6e7 f8e7 h7g7,1903,75,93,454,advantage kingsideAttack middlegame veryLong,https://lichess.org/tgZXfn2T/black#40,
LeKUd,r5k1/p1p3p1/1b4qp/2ppB3/3P4/2P2N2/P3brPP/R3Q1RK b - - 3 21,f2g2 e1e2 g2e2 g1g6,1909,75,95,5848,advantage master middlegame short,https://lichess.org/JcHE7MPc/black#42,
40sdR,2r4r/1b5R/pq1p1kn1/3Pp3/1p2Pp2/P1N2P2/1P1N3Q/5KR1 w - - 2 39,h7h6 h8h6 h2h6 b6g1 f1g1 b4c3 b2c3 c8h8 h6h8 g6h8,1964,207,74,23,crushing exposedKing middlegame sacrifice trappedPiece veryLong,https://lichess.org/Mj9F3VIG#77,
HgDfL,rn1q1r1k/pp6/3bpnQ1/2pp4/5P1P/1P2P2R/PB1P2P1/RN2K3 b Q - 0 19,d8e7 g6h6 e7h7 b2f6 f8f6 h6f6,1956,75,96,2551,advantage deflection exposedKing kingsideAttack long master middlegame,https://lichess.org/989Oj6ow/black#38,
ij3xM,r2kBr2/pR3ppp/3Np2n/3pq3/8/P1R2Q2/5PPP/6K1 w - - 0 27,d6f7 f8f7 e8b5 e5e1 b5f1 f7f3,2068,86,85,105,crushing long middlegame,https://lichess.org/6Jis3E0J#53,
qyYeM,5r1k/p1p1Nppp/1r6/3pP3/4nP2/3Q2Pq/P1P4P/3R1RK1 w - - 4 22,e7d5 b6h6 d1d2 e4d2,2022,75,68,337,advantage middlegame quietMove short,https://lichess.org/oWvKF7eq#43,
UxwJ0,3q2k1/5p2/p1p3p1/2pp2Pp/P4N2/1P1P3b/2P2K2/4Q3 b - - 0 32,d8g5 e1e8 g8g7 f4h3 g5h4 f2g2 h4g4 g2h2,1986,150,100,27,defensiveMove endgame equality veryLong,https://lichess.org/4dcJ3lmg/black#64,
K4etm,1rb1k2r/p3ppb1/2pp1np1/q5Bp/4P2P/1PN2P2/P1PQB1P1/R3K2R b KQk - 2 12,f6e4 c3e4 a5d2 e1d2 g7a1 h1a1,1973,75,92,6336,advantage hangingPiece long middlegame,https://lichess.org/8RP0EE70/black#24,Sicilian_Defense Sicilian_Defense_Dragon_Variation
Gbshr,7k/p1p4p/7q/4r3/2PQ4/1P3pPK/P4P1P/4R3 w - - 2 31,h3g4 h6h5 g4f4 h5f5,1971,81,91,796,endgame mate mateIn2 short,https://lichess.org/vX9wQeJW#61,
0VDUa,r3k1n1/pp3pp1/2nbb3/3Np3/3p1P1q/3P4/PP2P1BP/R1BQ1RK1 w q - 1 13,f4e5 d6e5 d5f4 g7g5,1915,74,83,330,advantage master middlegame short,https://lichess.org/x7rBjGX8#25,English_Opening English_Opening_Anglo-Scandinavian_Defense
Md57B,r3k2r/ppp2pp1/6bp/2bnN3/2Bn2Pq/2PP3P/PP1N1P2/R1BQK2R w KQkq - 1 13,e5g6 d4c2 d1c2 h4f2 e1d1 d5e3,2006,77,82,100,attackingF2F7 cornerMate long mate mateIn3 middlegame sacrifice,https://lichess.org/lGV1yByZ#25,Italian_Game Italian_Game_Two_Knights_Defense
uvJ57,1r6/3R4/4R3/2p3pk/2B1N3/pP1PK3/P7/2q5 w - - 5 35,e3f2 b8f8 e4f6 f8f6 e6f6 c1b2,2074,75,87,93,advantage endgame exposedKing long sacrifice,https://lichess.org/4hGdOqGU#69,
5r7F4,r2q1rk1/1ppbbppp/2np2n1/pB6/3NP3/2P2N2/PP3PPP/R1BQR1K1 w - - 5 11,c1e3 c6d4 f3d4 c7c5 d1a4 c5d4,1917,74,95,6494,advantage long opening,https://lichess.org/6V0TKavT#21,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
hKyaw,k2r4/pR3Nn1/2P1p2p/q5p1/3r4/3Q2P1/3R2PP/6K1 w - - 0 33,c6c7 d4d3 c7d8r d3d8 d2d8 a8b7,1968,77,89,558,crushing long middlegame,https://lichess.org/6H5JI4kY#65,
m7wn5,3R4/pb2Q1nk/1p2p1pp/2p5/2P3P1/1P2P2P/P4Pq1/4K3 b - - 3 30,g2g1 e1e2 g1a1 e7b7,1905,75,79,457,advantage endgame short,https://lichess.org/dYuRUX06/black#60,
2lNVN,8/2k5/1p5p/1K3p1P/P4P2/8/8/8 w - - 4 48,b5a6 c7c6 a6a7 b6b5 a4b5 c6b5,1987,78,86,140,crushing endgame long pawnEndgame zugzwang,https://lichess.org/g7At1fbz#95,
9rMTu,8/2p5/8/P2k2p1/2p2pKp/7P/2PB1bP1/8 w - - 0 36,g4g5 f2e3 a5a6 d5c6 g5h4 e3d2 a6a7 c6b7 a7a8b b7a8,1958,78,93,3639,bishopEndgame crushing endgame veryLong,https://lichess.org/HXiM9Rxl#71,
rhJKt,2r5/1p3nk1/p2p2p1/1b1PpN2/4P3/5q2/PP1QN3/1K4R1 b - - 1 29,g7f6 g1g6 f6g6 f5h4 g6f6 h4f3,1909,78,95,12059,attraction crushing fork long middlegame sacrifice,https://lichess.org/o09Gnyzl/black#58,
NLdYo,8/p7/Pp6/4pp2/3q1k1p/5r1P/8/2Q2R1K b - - 3 47,f4g3 c1g5 d4g4 f1f3 g3f3 h3g4,2096,159,88,21,crushing endgame long pin,https://lichess.org/xBOh9W2p/black#94,
o1FrS,r3k2r/pp1n1ppp/2p5/2q3B1/1b2n3/1K1B1Q2/PP3PPP/R3R3 b kq - 3 15,d7f6 e1e4 f6e4 f3e4,2030,75,86,100,advantage middlegame short,https://lichess.org/0vRNdTE4/black#30,English_Opening English_Opening_Agincourt_Defense
vEqU5,7r/p1q5/7k/1P3Np1/4Q1P1/5p2/P7/5K2 b - - 1 53,h6g6 e4e6 g6h7 e6h6,2046,75,88,383,crushing endgame master short,https://lichess.org/erPTQJZh/black#106,
USXjU,r4rk1/1p2bpp1/3p3p/p1p1p3/2P4N/1PPbBP1P/P5P1/R2R2K1 b - - 2 20,d3c4 h4f5 c4e6 f5e7,1919,191,58,5,advantage kingsideAttack middlegame short,https://lichess.org/njnbVgU8/black#40,
TNfu3,r4r2/pp1q1pb1/n2p2kp/2pPP1pn/2P2B2/2N3PP/PP2Q1B1/R4R1K b - - 0 20,g5f4 g2e4 f7f5 e5f6 g6f6 e2h5,1987,79,92,7833,advantage deflection discoveredAttack discoveredCheck enPassant long middlegame pin,https://lichess.org/ExCufSgO/black#40,
QAvzM,8/3b2pp/pp1k1p2/3p4/PP1P4/3N4/4KPPP/8 w - - 1 26,a4a5 b6a5 b4a5 d7b5 e2d2 b5d3,1981,76,90,644,crushing endgame long,https://lichess.org/lGaQVjBv#51,
Fk6yj,r4rk1/ppq2ppp/2p1pB2/8/3PQ3/P1P5/2P1bPPP/R4RK1 b - - 0 18,e2f1 e4g4 g7g6 g4g5,2063,76,92,1029,advantage middlegame pin short,https://lichess.org/wkzCfsUk/black#36,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
O8jZl,2kr1b1r/ppp2Npp/2np4/1N3q2/3P2n1/8/PPP2PPP/R1BQR1K1 w - - 1 19,f7d8 f5f2 g1h1 f2h4 d1g4 h4g4,1920,76,91,2009,advantage kingsideAttack long middlegame,https://lichess.org/sbWCU6sT#37,Russian_Game Russian_Game_Other_variations
uX91P,8/p4rk1/1pQ4b/2p5/3p1pb1/3P2P1/PPP3P1/2K5 w - - 0 27,g3f4 f7f4 c6h6 g7h6,1928,77,86,57,crushing endgame short,https://lichess.org/5gGAH6Ys#53,
wNwRi,8/p1p5/8/5k2/1PPP3p/5K2/P7/8 w - - 1 42,d4d5 f5e5 f3e3 h4h3,2016,75,91,199,crushing endgame pawnEndgame short,https://lichess.org/7yf6abPR#83,
ZkSZD,r5k1/pp5p/3p1p1p/2pP1b2/2P1r1qP/2Q3P1/PP3PNK/2R2R2 w - - 0 28,g2f4 e4f4 g3f4 g4h4,1905,75,85,343,advantage deflection middlegame short,https://lichess.org/nHShkrr4#55,
JUUv4,8/8/8/3n1P1p/4N3/kp5P/3K4/8 w - - 2 45,d2c1 a3a2 e4d2 b3b2 c1c2 d5e3,2021,76,92,391,advancedPawn crushing endgame exposedKing knightEndgame long,https://lichess.org/1ysV6HPD#89,
Jbm6Q,2r1k3/1P3pp1/3P1n1p/4K3/1B6/5PP1/2p5/2R5 b - - 0 42,f6d7 e5d4 c8b8 c1c2,2020,74,94,1390,crushing defensiveMove endgame short,https://lichess.org/CC19Ohw5/black#84,
PtcVf,8/4R1kp/p1r2rp1/Pp6/2p5/5PP1/5PK1/4R3 b - - 5 34,g7h6 e1h1 h6g5 f3f4 f6f4 g3f4,1939,85,87,32,crushing endgame long rookEndgame,https://lichess.org/PHQrshVg/black#68,
4u3gv,1r6/5pk1/4q2p/1p1pr1p1/4n1P1/2PQ1B1P/1P3PK1/3RR3 b - - 6 28,e4f2 g2f2 e5e1 d1e1,2027,78,69,156,advantage hangingPiece middlegame short,https://lichess.org/zstGff6Y/black#56,
e6elr,r4rk1/p1R1bppp/1p2p3/3n4/3PQB2/3B4/qP3PPP/5RK1 b - - 2 18,g7g6 d3c4 a2c4 c7c4,1908,80,90,367,advantage middlegame short,https://lichess.org/UxknVVdX/black#36,French_Defense French_Defense_Rubinstein_Variation
xWyVl,8/pb6/1p6/1P6/P1PK2kp/8/5B2/8 w - - 0 37,c4c5 h4h3 f2g1 g4g3,2008,77,84,130,bishopEndgame crushing defensiveMove endgame master short,https://lichess.org/Igxplw7F#73,
QarY2,4r1k1/p4p1p/q5p1/2BPb3/1P2B3/5QPP/5PK1/8 b - - 2 31,e5d6 e4d3 a6b7 c5d6,2006,90,78,24,crushing endgame short,https://lichess.org/vTSRvAWs/black#62,
wAJNI,2k2rR1/pp3P2/1qp5/2n1P3/6b1/2N5/PPP5/2KR1B2 b - - 1 38,g4d1 g8f8 c8d7 f8e8,2099,79,87,45,advantage defensiveMove hangingPiece middlegame short,https://lichess.org/77Z0rPGg/black#76,
lpwrf,r2qk2r/pp1bbppp/3p1n2/1QpN2B1/4P3/8/PPP2PPP/R3KB1R w KQkq - 8 11,d5f6 g7f6 g5f4 d7b5 f1b5 e8f8,1993,81,92,545,advantage long opening,https://lichess.org/ROeLrnBR#21,Scotch_Game Scotch_Game_Lolli_Variation
99PBN,r3b1k1/2r1q2p/4p1pR/3pP1P1/1pp1pPBR/4P2Q/PpP4P/1K6 b - - 1 27,a8a6 h6h7 e7h7 g4e6,2061,75,96,87,advantage deflection kingsideAttack middlegame sacrifice short,https://lichess.org/auvot9uI/black#54,
Zo6LC,4r3/pQ5p/1p4pk/5p2/5Rq1/P1P3P1/1P4KP/8 b - - 0 34,e8e2 g2f1 g4h5 f4h4 h5h4 g3h4,1914,75,88,410,advantage defensiveMove endgame long pin,https://lichess.org/R4XeOZla/black#68,
JdWlv,r1b2qk1/6n1/p3p2Q/1ppnPrP1/3p4/P2P4/1PP4P/R1BB2RK b - - 0 25,f5f1 g5g6 f8f2 h6h7 g8f8 h7h8 f8e7 h8g7 e7e8 g7f7 f2f7 g6f7,1990,125,90,23,advancedPawn advantage attackingF2F7 deflection exposedKing kingsideAttack master middlegame veryLong,https://lichess.org/bUZikoku/black#50,
B6vLP,1r2kb1r/pp1n1ppp/4pn2/1N6/B2P4/1Q2B3/PP2KP1q/R5R1 b k - 5 15,a7a6 g1h1 a6b5 h1h2,1953,75,89,1671,advantage middlegame short,https://lichess.org/erSFAkQe/black#30,Caro-Kann_Defense Caro-Kann_Defense_Panov_Attack
NLiwo,8/5pk1/5p2/1pp1pP2/p2pP1KP/1P1P4/1PP5/8 w - - 0 38,g4h5 a4b3 c2b3 c5c4 b3c4 b5c4 d3c4 d4d3,2053,76,90,261,crushing endgame pawnEndgame veryLong,https://lichess.org/d0qiCSoA#75,
pc7gA,2k1r1r1/1p6/1BP4p/1PRb1pp1/p7/N3n1P1/P7/4R1K1 b - - 1 39,e3c4 e1e8 g8e8 a3c4 d5c4 c5c4,1906,76,92,3252,advantage long middlegame,https://lichess.org/oeWNN07z/black#78,
7xvDY,8/5p2/6p1/2R4p/5kP1/6NP/3r2K1/8 w - - 4 46,g3e2 d2e2 g2f1 e2e5,2077,97,87,19,crushing endgame hangingPiece short,https://lichess.org/RKw6TfEV#91,
UZBfs,3r4/3Pq1kp/1Q1Rp1p1/p4p2/1p3P2/6P1/6KP/8 b - - 1 36,d8d7 b6d4 e6e5 d6d7 e5d4 d7e7,1971,75,95,1604,crushing endgame intermezzo long master pin,https://lichess.org/J9CbGzFI/black#72,
FgH43,1R6/5pkp/4p3/p4pPP/1p3P2/1P4K1/r7/8 b - - 1 44,a2a3 h5h6 g7g6 g3h4,1987,80,84,47,crushing defensiveMove endgame master masterVsMaster rookEndgame short,https://lichess.org/JcPOXGd1/black#88,
AZxyk,8/7R/p5p1/1p3pP1/2bK2kP/2P5/8/8 w - - 2 41,d4e5 f5f4 h4h5 f4f3,2047,94,76,22,crushing endgame quietMove short,https://lichess.org/GjxXecAT#81,
lavwN,r3r3/2pk2Np/Pp3p2/3Q4/2P5/3P2PK/2PBq2P/b7 b - - 1 29,d7e7 g7f5 e7f8 d2h6,1905,77,88,193,mate mateIn2 middlegame short,https://lichess.org/77bjwZnh/black#58,
hjuio,r2qkb1r/pp2pppp/1nn5/4P3/6b1/3B1N2/PP3PPP/RNBQ1RK1 b kq - 0 10,c6e5 f3e5 g4d1 d3b5,2047,76,85,102,crushing opening sacrifice short,https://lichess.org/psiT4joM/black#20,Sicilian_Defense Sicilian_Defense_Alapin_Variation
Sw1wm,1r3rk1/pp2Rp1p/2pp4/5bpN/8/8/PPPK2PP/4R3 b - - 1 22,f5e6 h5f6 g8h8 e1e6,1933,75,82,107,crushing endgame kingsideAttack short,https://lichess.org/qqPvXULg/black#44,
whTsy,6R1/kp1q1p1p/pb1r1p2/8/2P5/1P2QP2/P1K2P2/1N6 w - - 8 33,c4c5 d7f5 e3e4 f5c5,2051,85,88,312,crushing deflection endgame short,https://lichess.org/CGQjCMGN#65,
FkL4i,r3r1k1/5pp1/p1pQ3p/1pB1pqn1/8/1P5P/1PP2PP1/R3R1K1 b - - 3 23,g5e4 d6d3 a8d8 d3e4 f5e4 e1e4,2072,74,94,2225,advantage long middlegame,https://lichess.org/uIk3flHi/black#46,
KGU1Y,6rk/pp3R2/2n1q2p/3p2r1/2pP4/2P1PQ2/PP4PP/5RK1 b - - 4 22,c6e7 f7f6 g5g2 g1h1 g2g6 f6e6,2056,76,93,4255,advantage long middlegame,https://lichess.org/tyqEEzRK/black#44,
qYjij,6rk/1R2Q1pp/8/5p2/8/P5q1/1P4P1/6K1 w - - 8 43,a3a4 g8c8 e7e2 c8c1,2002,79,92,1970,crushing endgame quietMove short,https://lichess.org/pwfqVj6A#85,
IUW1F,r5k1/pp1N1rp1/2p4p/5p2/2QP2q1/P7/1PB4K/R7 b - - 5 33,a8e8 d7f6 g7f6 a1g1,2011,74,94,9248,advantage middlegame pin sacrifice short,https://lichess.org/C4wjAPll/black#66,
Fjiu8,r7/qbpp1rk1/pb3pp1/1p6/3nP2Q/7R/PP3PPP/RN4K1 b - - 3 19,d4c2 h4h6 g7g8 h6h8,1987,79,75,412,mate mateIn2 middlegame short,https://lichess.org/Y37Ht3TI/black#38,
skD1y,r4r2/pp3pk1/1qp2bP1/4p3/2P1Q3/P4p2/1P3P2/3R1K1R b - - 0 21,f7g6 d1d7 f8f7 h1h7 g7h7 d7f7,1990,74,88,357,attraction crushing deflection long middlegame,https://lichess.org/1dFGL7KJ/black#42,
pdVAo,r3k2r/pp3ppp/1q2p3/2bpP3/3N1P2/2N1Q3/PP4PP/R4RK1 w kq - 1 15,c3b5 b6b5 d4b5 c5e3,2046,75,87,700,advantage middlegame short,https://lichess.org/S392gjMS#29,Sicilian_Defense Sicilian_Defense_Alapin_Variation
27yo6,8/5p2/5kp1/7p/5K1P/5PP1/8/8 b - - 4 64,f6g7 f4e5 f7f5 e5e6,2078,76,80,80,crushing endgame master pawnEndgame short,https://lichess.org/FHSyrRIu/black#128,
0Ua2I,r4rk1/pppq1ppp/8/3p3n/1bP3bQ/2NBP3/PP1B1PPP/R4RK1 w - - 0 13,c4d5 b4e7 d3f5 e7h4,2081,75,92,871,advantage middlegame short trappedPiece,https://lichess.org/yqtPf3Jh#25,Mexican_Defense Mexican_Defense_Other_variations
tX72D,8/R7/1p3p1p/P1kPp1p1/4P1P1/1r1p1P1P/4K3/8 w - - 0 52,e2d2 c5d4 d5d6 b3b2 d2c1 d3d2,2013,78,92,2906,advancedPawn crushing endgame exposedKing long rookEndgame,https://lichess.org/JaSkzbck#103,
0xO8T,1k1r1r2/ppq1b2p/2p1Q3/3p4/4nPP1/1P2PN1P/PBP5/2KR3R w - - 3 20,h1f1 d8d6 e6e5 e7f6,1909,74,93,2578,crushing middlegame short,https://lichess.org/VHADPtdA#39,
NYVDn,r4rk1/p3bppp/4b1P1/q2nB2P/1pp1p3/nP3P2/PKP1N3/2QR1BNR b - - 0 20,e7g5 g6h7 g8h7 c1g5 f7f6 g5g6,1944,75,90,202,advancedPawn advantage kingsideAttack long middlegame,https://lichess.org/09COxZSd/black#40,
8KSVf,rk3r2/p1p2q1p/1p1b4/6p1/5p2/2B2Q1P/PPP3P1/2KRR3 b - - 6 26,f7a2 d1d6 a2a1 c1d2 a1e1 d2e1,1901,81,88,50,advantage long middlegame,https://lichess.org/XeGYxqwb/black#52,
MpONi,r3k2r/1p1n1pp1/2p1p1p1/8/p1qP4/P1n1BNN1/2PQ1PPP/K2R3R w kq - 1 18,a1b2 c4a2 b2c3 a2a3 c3c4 b7b5,2046,76,90,333,deflection long master mate mateIn3 middlegame sacrifice,https://lichess.org/rHLhJRb4#35,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
o63Xf,8/8/8/P7/1P4p1/3kpp2/8/3NK3 w - - 2 49,a5a6 g4g3 d1e3 d3e3 e1f1 g3g2,2022,81,91,834,advancedPawn crushing endgame knightEndgame long,https://lichess.org/UwtWv8Pg#97,
QQWff,7r/Q3Rpk1/5p2/1b4q1/5N2/1P4P1/P4PK1/5r2 b - - 1 29,g7f8 e7f7 f8g8 f7f8 g8f8 f4e6 f8e8 e6g5,1964,88,89,36,advantage attraction fork middlegame sacrifice veryLong,https://lichess.org/G6nrFaZ8/black#58,
9uZcx,6k1/4Bp2/3P2p1/1Q5p/p3p3/b3P1P1/5PKP/3q4 b - - 2 38,a3d6 b5e8 g8g7 e8f8 g7h7 f8f7 h7h6 f7f8,1912,197,71,9,crushing deflection endgame master veryLong,https://lichess.org/BxswAPdN/black#76,
rzjtx,2R5/6k1/1p2p2p/3bNp1q/1P1P1Pp1/r6P/5QPK/5R2 w - - 2 32,f1c1 a3h3 g2h3 h5h3 h2g1 h3h1,1975,82,90,299,long mate mateIn3 middlegame sacrifice,https://lichess.org/E1llCcO0#63,
aaXE5,r5k1/1b1q1r1p/1p3np1/p1pP1p2/2PQ2P1/1PBB4/P6P/R4RK1 w - c6 0 25,d5c6 d7c6 d3e4 c6e4,2095,78,92,391,advantage middlegame short,https://lichess.org/L7yV0Fye#49,
tqjWF,8/7p/1k2pp2/8/4KPP1/8/7P/8 b - - 0 39,h7h6 h2h4 b6c5 g4g5,1989,77,89,735,crushing endgame pawnEndgame quietMove short,https://lichess.org/EOcDAj3p/black#78,
WJVag,4rrk1/pb3p2/1q5p/4Q1p1/1bB5/3P1PB1/PP2N1PP/2KR3R w - - 3 21,c4f7 g8f7 e5d4 e8e2 d4b6 a7b6,1913,110,80,19,crushing hangingPiece long middlegame skewer,https://lichess.org/xymivly0#41,
iGlKB,1r4k1/5pp1/3R4/2pPp2b/2P1P3/6Kp/1r3P1P/2Q5 w - - 2 36,d6c6 b2b1 c1g5 b1g1 g3h4 g1g5,1983,79,73,66,advantage endgame exposedKing long skewer,https://lichess.org/V8UoYqnk#71,
Ff2m2,8/8/pp3pp1/2kP3p/P1P1K3/5PP1/8/8 b - - 1 43,b6b5 c4b5 a6b5 a4a5 b5b4 a5a6 b4b3 e4d3 b3b2 d3c2 b2b1q c2b1 c5b6 d5d6,2032,106,100,25,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/SWFZlLPg/black#86,
TqmkX,r1bq1rk1/p3ppbp/1pN2np1/2pn4/8/2N1B3/PPP1BPPP/R2Q1RK1 b - - 1 12,d8d6 c3d5 f6d5 d1d5,1924,74,94,6021,advantage opening short,https://lichess.org/jWqi58zw/black#24,Pirc_Defense Pirc_Defense_Other_variations
gSMec,2r4k/pp4b1/3p2pp/3Np1qn/1P1nP3/5PP1/P3BB1K/3Q2R1 b - - 1 26,h5f6 f3f4 f6d5 f4g5,1921,75,88,198,crushing master middlegame short trappedPiece,https://lichess.org/nGnCTeH4/black#52,
fpxA1,1r4r1/p2b1k2/2nq1n2/1p2pPBB/2ppP2Q/P2P3P/1PP5/R4RK1 b - - 8 28,f6h5 h4h5 f7f8 f5f6,1919,78,90,3001,crushing middlegame short,https://lichess.org/1GgFyLK2/black#56,
sqnRq,5rk1/1p3q2/p5pp/3Nn3/2P1b3/1P2B2P/P2Q1PP1/3R2K1 w - - 3 29,d2d4 e5f3 g2f3 f7f3 g1f1 f3h1 f1e2 e4f3 e2d2 h1d1,1907,75,81,95,advantage kingsideAttack middlegame sacrifice veryLong,https://lichess.org/ndMeUZsW#57,
wxjhC,r5k1/pp6/2p1P3/3pn1qp/4QNp1/4Pr2/PPP5/2K3RR w - - 0 24,h1h5 g5h5 e4f3 e5f3 f4h5 f3g1,1932,78,91,2392,crushing long middlegame,https://lichess.org/MdPVszt2#47,
CGfMm,6k1/pp4p1/4R1r1/5q1p/2Q2P1P/2P3P1/PP1r2K1/4R3 w - - 1 31,g2f3 g6g3 f3g3 f5g4,2057,75,94,5049,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/APnwd7DZ#61,
dG5NT,8/6k1/6p1/7P/6PK/7Q/8/4q3 w - - 4 65,h4g5 e1e5 g5h4 g6g5,1989,80,94,17181,endgame mate mateIn2 queenEndgame short,https://lichess.org/T1k5QqRe#129,
qraYz,5r2/3r1pkp/1pN1b1p1/3n4/1np5/N5P1/PP2PPBP/2R2RK1 w - - 0 20,a3c4 b4c6 c4b6 d5b6,1908,76,96,973,advantage hangingPiece master masterVsMaster middlegame short,https://lichess.org/mGqnl0AC#39,
d44Nu,k6r/p4p2/2r4q/2R2p2/1Q2p3/6P1/PP3P2/2R2K2 w - - 0 32,c5c6 h6h1 f1e2 h1f3 e2d2 f3d3 d2e1 h8h1,1939,74,84,375,endgame mate mateIn4 veryLong,https://lichess.org/8BR3sjhq#63,
p2Mf7,r1bq2k1/pppn1rB1/4p2p/3p3Q/8/3BP3/PPP2PPP/R3K2R w KQ - 1 15,d3h7 g8g7 h5g6 g7f8,1919,77,93,367,advantage hangingPiece middlegame short,https://lichess.org/f8gt85yj#29,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
lKpmw,r1bq1r2/1pp2ppk/4pb2/p5N1/3P3P/8/PPP1QPP1/R3K2R b KQ - 1 13,f6g5 h4g5 h7g6 e2h5,1936,76,88,161,advantage discoveredAttack discoveredCheck middlegame short,https://lichess.org/gFIyj1GL/black#26,French_Defense French_Defense_Two_Knights_Variation
M2rzs,r1bqk2r/pppp1ppp/5n2/2bN3Q/2B1P3/8/PP1P1PPP/R1B1K2R w KQkq - 5 9,d5c7 d8c7 h5f7 e8d8 f7g7 h8f8,1979,76,98,106,advantage defensiveMove long opening,https://lichess.org/wF49sIyL#17,Italian_Game Italian_Game_Blackburne-Kostic_Gambit
WH2qK,r2qk2r/ppp2ppp/3b4/3Q4/6n1/4P3/PPP2PPP/RNB2RK1 w kq - 1 11,d5b7 d6h2 g1h1 d8h4,1967,77,80,137,crushing kingsideAttack middlegame short,https://lichess.org/VON7S4fn#21,Zukertort_Opening Zukertort_Opening_Old_Indian_Attack
tuw65,R6r/2p3Qp/2k5/1pbp4/8/1B3PPb/1PP1q2P/2B2R1K w - - 3 22,g7h6 h3e6 h6e6 e2e6 a8a6 c5b6,2066,75,86,111,advantage defensiveMove long middlegame,https://lichess.org/DP1IKeoA#43,
K1OU9,1Br1kb1r/2R2ppp/4p3/PR1p4/2nP4/2p1P3/2N2PPP/6K1 b - - 4 26,e8d8 c7c8 d8c8 a5a6,1971,76,86,592,crushing middlegame short,https://lichess.org/cNuHAog5/black#52,
TidnX,3rrnk1/pb2q1p1/1ppbR2p/8/2PN4/3Q4/PPBB1PPP/R5K1 b - - 0 18,f8e6 d3h7 g8f8 c2g6,2065,77,94,7731,advantage clearance middlegame short,https://lichess.org/c7Kmox36/black#36,Semi-Slav_Defense Semi-Slav_Defense_Chigorin_Defense
WZjTc,5r2/8/4p2p/pp2k3/2p1P2R/2P1P3/1P2KP2/8 b - - 0 36,f8f6 h4h5 e5e4 f2f3 f6f3 h5h4 e4f5 e2f3,2016,82,70,48,crushing deflection endgame rookEndgame sacrifice veryLong,https://lichess.org/Lgiks0g5/black#72,
JMqpi,r2qb3/pp3kpN/2p5/2P5/5Q2/6P1/P4PBP/b5K1 b - - 4 23,a1f6 h7g5 f7g8 f4c4 g8h8 c4h4,2035,79,89,905,crushing long middlegame,https://lichess.org/dPvizMHF/black#46,
ZE6jJ,3r1rk1/1pq5/p5pp/3Ppp2/2P1Nn2/PP3P2/1Q3P1P/R2R3K w - - 0 26,d5d6 c7c6 b2e5 f5e4,1978,77,86,65,advantage middlegame short,https://lichess.org/1V1Emuex#51,
OSnKV,4r2k/p6p/1p1K1Pp1/8/1B6/4n2n/PPR4P/8 b - - 4 37,e3c2 f6f7 e8d8 d6e7 c2b4 e7d8 h8g7 d8e8,2026,80,100,49,advancedPawn crushing defensiveMove endgame veryLong,https://lichess.org/AI27DjhJ/black#74,
