PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
8m1aM,5r1k/1p3rp1/p2q1n1p/P2N1R2/3P4/1Q4P1/1P4PP/5RK1 w - - 3 29,g3g4 f6g4 b3g3 d6g3 h2g3 f7f5,1971,164,31,14,crushing long middlegame,https://lichess.org/bRHCKMbl#57,
iTorD,5r1k/1p5p/p3B1pq/1b1pR3/3P1n2/4QPN1/PP3P1P/6K1 w - - 2 26,e6d5 h6h3 e3f4 f8f4,1982,74,90,647,crushing master masterVsMaster middlegame short,https://lichess.org/KbV0LdRF#51,
aLaUl,7k/p2rbrpp/1pR5/4pP2/4p3/3P1R2/PP3BPP/7K w - - 0 25,c6c8 f7f8 c8f8 e7f8 d3e4 d7d1,1955,78,92,87,advantage defensiveMove endgame long,https://lichess.org/s7B8jnek#49,
Ei1rE,4R3/6pk/p2r4/1pp2P2/6P1/8/PP2K3/8 b - - 0 38,h7h6 e8e6 d6e6 f5e6 h6g6 g4g5,2004,75,96,4825,advantage defensiveMove endgame long rookEndgame,https://lichess.org/6pEOsIxz/black#76,
p4q7k,r4r2/3bppkp/pq1p1np1/1p2n2P/3NP1P1/P1N2P2/1PPQ4/R3KB1R w KQ - 0 15,h5g6 b6d4 d2h6 g7g8 g6h7 g8h8,2087,80,91,1654,advantage long middlegame,https://lichess.org/auHgfEo1#29,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
b6hgH,R7/p2r2p1/1p3k1p/7P/6P1/P5K1/5P2/8 b - - 3 35,f6g5 a8f8 d7d3 f2f3 g7g6 f8g8,2005,76,88,97,crushing defensiveMove endgame long quietMove rookEndgame,https://lichess.org/XAFx3Djq/black#70,
DQK0s,8/1R6/3kB1P1/3Pb2P/4P3/2p5/r1K5/8 w - - 1 47,c2b1 c3c2 b1a2 c2c1q b7b6 d6e7,1911,80,91,2257,advancedPawn crushing deflection endgame long promotion,https://lichess.org/FBHJPrRo#93,
5BhJG,1B6/p4k2/P1b3p1/5p2/3p3P/3B4/6P1/b5K1 b - - 1 36,c6e4 d3e4 f5e4 b8a7,1997,79,79,147,bishopEndgame crushing endgame short,https://lichess.org/8oB3rcyG/black#72,
TTp92,r2qkb1r/pp3ppp/2n5/2p1p3/6b1/2P2N1P/PP1P1PP1/RNBQR1K1 b kq - 0 10,g4h5 f3e5 h5d1 e5c6 d8e7 c6e7,1977,78,93,1233,crushing discoveredAttack discoveredCheck long opening sacrifice,https://lichess.org/fVYzrFQT/black#20,Sicilian_Defense Sicilian_Defense_Alapin_Variation
LOFwr,2kr2nr/bpp2pp1/p1p5/P3N2p/1P2Pq2/B1P5/3P1P2/RN1QRK2 w - - 1 17,e5f3 d8d3 e1e3 a7e3,1943,75,87,917,crushing middlegame short,https://lichess.org/brutjuQD#33,Ruy_Lopez Ruy_Lopez_Classical_Variation
n6IU0,3q2k1/1Q3p1p/6p1/8/4PPK1/3r3P/PB4P1/2R5 w - - 0 30,b2f6 d8f6 b7b8 g8g7,1919,77,91,294,crushing defensiveMove endgame hangingPiece short,https://lichess.org/SPAblCJ4#59,
3aPsP,r4rk1/pbpn1ppp/1p1bpn2/6B1/2BPq3/PN3N2/1P1Q1PPP/4RRK1 b - - 7 15,e4g6 f3h4 f6e4 h4g6,2081,76,87,94,advantage middlegame short,https://lichess.org/MvXrV9OW/black#30,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
HEMcm,3r4/p1qPbkp1/1p3p2/7Q/P6P/6P1/3R1PK1/8 b - - 0 32,f7g8 h5e8 e7f8 e8e6 g8h7 d2d5,2002,77,90,410,advantage defensiveMove endgame long,https://lichess.org/xcxdZLEo/black#64,
xtDtt,1r4k1/p3r1b1/4pp1Q/1p1q4/5p2/P4P1R/1P5P/6RK b - - 0 31,b8b7 h6h8 g8f7 g1g7,1924,80,83,138,mate mateIn2 middlegame pin short,https://lichess.org/xcmmxE0s/black#62,
gcqLG,8/5k2/p6Q/2B1bp1p/p1P1p2P/3q2P1/5P1K/8 b - - 2 45,d3c4 h6f8 f7g6 f8e8 c4f7 e8e5,2050,83,91,520,crushing endgame exposedKing fork long,https://lichess.org/sKlMFK9D/black#90,
KfDu5,4r1k1/p3Pqp1/1p1bR2B/2r2p2/8/1QP3P1/5PK1/4R3 w - - 3 38,h6e3 c5e5 e6e5 f7b3,2002,82,55,61,crushing middlegame short,https://lichess.org/1uqIWv4o#75,
hJpmY,r2b1r1k/pp1q4/3p2Q1/2pP4/7P/1P6/P4PP1/R1B3K1 b - - 0 24,d8h4 c1b2 h4f6 b2f6 f8f6 g6f6,1912,116,71,19,crushing exposedKing long middlegame,https://lichess.org/AyP7eUwk/black#48,
EBfBa,2rqk2r/pb3ppp/1ppbpn2/4N3/2Q5/2NP2P1/PPP2PBP/2KRR3 w k - 6 16,g2c6 b7c6 e5c6 d8d7 c6a7 c8c4,2012,76,92,1281,advantage long middlegame,https://lichess.org/FCPAe1FM#31,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation
DMFQf,2r1r1k1/pppqbp1n/4n2Q/3pB3/3P4/P1N1R2P/1PP2PP1/R5K1 b - - 2 20,e7g5 e3g3 f7f6 e5f6 h7f6 h6f6,2025,75,84,204,advantage long middlegame pin,https://lichess.org/mErKrix8/black#40,
fhbVe,4r1k1/6p1/4pp2/p2b2p1/3B4/1q5P/2R2Q2/5RK1 w - - 2 42,c2c7 b3h3 c7g7 g8h8 f2h2 h3h2 g1h2 h8g7,1977,75,92,172,advantage exposedKing middlegame veryLong,https://lichess.org/GIxW5yRl#83,
dsIyL,rn1q1rk1/pp4pp/2p2n2/2b5/4p3/2P2BPP/PP1NQP2/R1B1K2R w KQ - 1 14,d2e4 f6e4 f3e4 c5f2 e2f2 f8f2,1981,77,91,3178,advantage attackingF2F7 long opening,https://lichess.org/PQ0HxhgS#27,Caro-Kann_Defense Caro-Kann_Defense_Breyer_Variation
BlAMR,8/pkp4p/1pn5/4P3/4qP2/5Q1P/4rBP1/6RK b - - 3 34,e4c2 f2e3 e2e3 f3e3,2070,76,88,82,crushing endgame master masterVsMaster short,https://lichess.org/tVtIDBue/black#68,
BUnPE,8/8/5k1K/5PRP/8/8/8/7r w - - 1 60,h6h7 f6g5 h7g7 g5f5 h5h6 h1g1,2073,77,92,1385,crushing endgame hangingPiece long rookEndgame,https://lichess.org/cYUiAXCy#119,
O7HHY,r5k1/ppp1P2p/3b2n1/8/7q/1Q1P1r1P/PP3PP1/R1B2RK1 b - - 0 23,g8g7 b3b7 f3h3 g2h3,2064,80,54,77,advantage fork middlegame short,https://lichess.org/sBzT1LJh/black#46,
6xJtw,6rk/2pqbp1n/3p2r1/p6Q/3RPPP1/1PNP3P/1PP5/4KR2 w - - 3 22,f4f5 e7g5 f5g6 f7g6 h5g5 h7g5,1994,147,88,44,advantage long middlegame quietMove sacrifice trappedPiece,https://lichess.org/zMdVDIs4#43,
KkAG4,5r2/2p4R/3p2k1/p2Pp1P1/2p1P1b1/PnN5/KP6/3B1r1R b - - 2 32,b3d2 d1g4 f1h1 h7h1,2048,75,85,69,advantage hangingPiece master middlegame short,https://lichess.org/uLkBduxi/black#64,
KYJXr,5r1k/p1p1b1p1/1p6/8/2P1Q2p/1PN1P2q/P4rRB/3R3K w - - 2 28,h1g1 f2g2 e4g2 h3e3 g1h1 e3c3,1908,108,88,17,advantage exposedKing fork long master middlegame,https://lichess.org/o946XmaG#55,
NoeO3,8/8/5RP1/4p3/8/4k3/6K1/r7 b - - 2 54,a1a4 f6f3 e3d4 g6g7 a4a8 f3f8,1922,76,94,1106,advancedPawn crushing endgame long rookEndgame,https://lichess.org/jcQHsnmP/black#108,
8P6gy,1k1r3r/Rpp4p/1nq2bp1/8/6Q1/1P2B2P/R5P1/7K b - - 1 29,f6e5 a7a8 b6a8 e3a7,2041,82,85,87,clearance mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/vve4dyEb/black#58,
M1lkM,rn3rk1/pp1b1pbp/1q2pnp1/2p5/2P1P3/1P1B4/PB1PN1PP/RN1Q1R1K b - - 0 11,d7c6 b2f6 g7f6 f1f6 b6d8 f6f3,1975,78,92,4394,advantage long opening,https://lichess.org/ymPNZVlu/black#22,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
ExQMK,1k1r3r/ppp1n3/3q3p/5pP1/3P2Q1/P3PN2/1PPR2P1/5K1R w - f6 0 25,g4f4 h6g5 h1h8 g5f4 h8d8 d6d8,2009,77,92,1597,advantage long middlegame,https://lichess.org/pOxcuUAy#49,
6JTsJ,5rk1/ppb2ppp/3q2n1/8/8/4BQ1P/PPP3P1/R3R2K w - - 7 25,g2g3 g6h4 e3f4 h4f3 f4d6 c7d6,2008,80,92,609,advantage long master middlegame,https://lichess.org/p2zGTtgV#49,
1YzXf,3rr1k1/pppq1ppp/2n5/3n4/2BN2b1/1P6/PBQN1PPP/R3R1K1 b - - 0 15,e8e1 a1e1 d5b4 c2e4 c6d4 b2d4,1919,78,84,97,advantage long middlegame,https://lichess.org/TvWrJPoF/black#30,Italian_Game Italian_Game_Classical_Variation
5qzLr,2k4r/pp2n3/5b2/3q4/3N2p1/2P3P1/PPQ2PK1/R3RN1r w - - 5 29,c2e4 d5h5 e4g4 h5g4,1991,76,90,1244,crushing middlegame quietMove short,https://lichess.org/rbOyJVLj#57,
uU4qi,r2r2k1/pb3p2/4pP1p/1pp3N1/1q6/3P2PP/P3QP2/R3R1K1 b - - 0 22,h6g5 e2h5 b4d4 h5h6 d4f6 h6f6,1950,88,90,29,crushing long middlegame,https://lichess.org/iAqSl5Zd/black#44,
X4zWu,5k2/1R3p2/4p3/5p1K/5P1P/4Pr2/7r/6R1 w - - 1 43,h5g5 f8g7 e3e4 f5e4,2090,78,91,857,crushing endgame rookEndgame short,https://lichess.org/QHeNxs0N#85,
SZiz4,8/2pq2k1/1p1p2p1/pP2P2p/P2PnQ1P/2P2N2/6K1/8 b - - 2 40,e4c3 f4f6 g7g8 e5e6 d7e8 e6e7,1989,102,83,36,advancedPawn crushing endgame long,https://lichess.org/C5nIqJ3Y/black#80,
HaukO,4r1k1/1p2q2p/p7/4pR1Q/3pP3/1P5P/1P4P1/6K1 b - - 0 29,e7e6 h5g4 e6g6 f5g5,2007,72,95,10678,advantage endgame pin short,https://lichess.org/VHA3MKwS/black#58,
YmXZV,8/4r3/2R1p3/3pKpP1/3P3k/2P5/8/8 w - - 0 43,c6e6 e7e6 e5e6 h4g5 c3c4 d5c4,1936,75,84,58,advantage endgame long rookEndgame,https://lichess.org/yHWekrQe#85,
xSloD,4r1k1/7p/p2p2p1/3P1p2/5P1P/2Q3PK/P3q3/2R5 w - - 0 30,c1c2 e2f1 h3h2 e8e1 c3e1 f1e1,1934,84,74,57,clearance crushing endgame long quietMove,https://lichess.org/wg3XRwFo#59,
50IzP,4k3/r5p1/4p2p/q6P/2pP4/P1P5/4Q3/K4R2 w - - 0 50,e2c4 a5a3 a1b1 a3a1 b1c2 a7a2 c4a2 a1a2,2040,75,94,748,crushing endgame exposedKing veryLong,https://lichess.org/XgDys4m1#99,
vjAV0,r1bqk2r/pp1nbpp1/2p1pn2/3p2N1/2PP4/P1N5/1PQ1PP1P/2KR1BR1 b kq - 0 11,g7g6 g5f7 e8f7 c2g6 f7f8 g6g7,1969,77,96,4300,advantage attackingF2F7 attraction long opening,https://lichess.org/6KyexpCs/black#22,Semi-Slav_Defense Semi-Slav_Defense_Other_variations
51adJ,8/7p/1p6/pPpPp2P/3bPk2/1P3B2/8/5K2 w - - 5 46,f1e2 c5c4 d5d6 d4c5 d6d7 c5e7 d7d8q e7d8,1962,113,33,15,bishopEndgame clearance crushing endgame quietMove veryLong,https://lichess.org/Dg9OPeIM#91,
boVOg,8/5p2/5nk1/2p5/N1P3p1/1P1RP1K1/4r3/8 w - - 4 41,a4c5 g6g5 d3d5 f6d5,2079,76,94,1389,crushing endgame short,https://lichess.org/teBVhn4p#81,
OqXwJ,r1b2bkr/p5p1/6Qp/q3B3/1p1p3P/1P1P4/P1P2PP1/R3R1K1 b - - 1 20,c8b7 e5g7 a5h5 g6h5,2055,83,88,42,crushing middlegame short,https://lichess.org/1rgjoDcR/black#40,
IVHdR,8/4kp2/8/1p1pPK2/3P4/1Pb1B3/8/8 b - - 0 52,c3e1 e3g5 e7e8 e5e6 f7e6 f5e6,1943,75,95,3783,advantage bishopEndgame endgame long,https://lichess.org/MKp2rYHl/black#104,
lJuWe,5K2/2r2p2/5P1P/8/8/8/2pk3r/4RR2 b - - 8 54,c2c1q e1c1 c7c1 f1c1 d2c1 f8g7 c1c2 h6h7,1942,76,93,6932,advancedPawn crushing endgame veryLong,https://lichess.org/5gTFzHWE/black#108,
eE7KF,Q7/3P1pk1/6p1/8/P1P2n1P/8/5P1P/3q1BK1 w - - 3 39,d7d8q f4h3 g1g2 d1g4 g2h1 h3f2,1946,75,86,182,cornerMate deflection endgame long mate mateIn3 pin,https://lichess.org/pywYzLF3#77,
00OYl,3r4/5p2/k3p1p1/2B1Pr2/2P3n1/1p3NPp/4QP1P/6K1 w - - 0 34,f3h4 f5e5 e2f1 e5c5,1955,76,89,75,crushing endgame fork short,https://lichess.org/es489ddj#67,
cxp2V,1b6/1p1N4/p7/P1pPp1k1/4P3/5pp1/1PP3P1/R3KB1r w - - 0 38,e1d2 f3g2 f1g2 h1a1 d7b8 a1g1,1964,76,91,253,advancedPawn advantage endgame long,https://lichess.org/UNnLXOmn#75,
tf0rN,r4k1r/1p1QP1pp/p1p2p2/6Bb/8/8/PqP2PPP/n2R2K1 b - - 0 19,f8g8 d7e6 h5f7 d1d8 a8d8 e7d8q,2024,107,86,23,advancedPawn clearance kingsideAttack long mate mateIn3 middlegame promotion,https://lichess.org/9z01XkiL/black#38,
hq0b1,r1b1k2r/1pq2ppp/p1npp3/2N1n3/2B1PB2/5NP1/PP2QP1P/3R1RK1 b kq - 0 13,d6c5 f3e5 c6e5 e2h5,2014,75,88,404,crushing middlegame short,https://lichess.org/PRWnw7es/black#26,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
MMLev,3r2k1/1b6/p6p/1pp2RpP/P2b4/6q1/1PBQR1P1/7K w - - 2 34,d2d3 g3h4 d3h3 h4h3,1932,81,93,1196,mate mateIn2 middlegame pin short,https://lichess.org/JaEhHMXD#67,
Nw7TE,6k1/pQ1p1p1p/8/6p1/3n4/1P6/PBP1qK2/R7 w - - 1 34,f2g3 d4f5 g3h3 g5g4,2006,102,64,55,endgame mate mateIn2 short,https://lichess.org/1iBTxy4l#67,
83DSJ,3q2rk/p4p1p/2bPrPpQ/1p2P3/2p2R2/2P4P/P1B5/R5K1 b - - 5 30,e6e5 h6h7 h8h7 f4h4 e5h5 h4h5,2084,78,95,11003,attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/lPoO8C7n/black#60,
zSFWG,2qr2k1/5ppp/r2B1b2/2pQ4/1p6/7P/1PP2PP1/3RR1K1 w - - 6 28,d5c5 a6d6 c5d6 d8d6,1961,78,91,1899,advantage master masterVsMaster middlegame short,https://lichess.org/8l5YMbGf#55,
V8a7B,8/p2Q3k/1p5p/2b1q3/4N3/6PK/P6P/8 b - - 8 41,e5e7 e4c5 e7d7 c5d7,1908,93,92,19,advantage endgame pin short,https://lichess.org/vUY9zZkP/black#82,
n3wIB,4k1r1/ppQ5/4P3/1N6/4PP2/6q1/PPP1K2r/R4R2 w - - 2 27,e2d1 g3f3 f1f3 g8g1 f3f1 g1f1,1925,75,94,768,clearance long mate mateIn3 middlegame sacrifice,https://lichess.org/5HQ8mtew#53,
Sm0IM,4r2k/2R5/b7/R7/1np5/B1N5/PPPK1rPP/8 w - - 1 33,d2c1 e8e1 c3d1 f2c2 c1b1 e1d1,1997,80,92,592,deflection long mate mateIn3 middlegame,https://lichess.org/WeFT5mgz#65,
OtykF,5R2/8/7r/5pk1/7p/5P2/6PK/8 b - - 11 54,h6f6 f3f4 g5g6 f8f6 g6f6 h2h3 f6f7 h3h4,1980,79,91,1577,crushing endgame rookEndgame veryLong,https://lichess.org/O6GVhdzl/black#108,
SPHhn,3r2k1/1Bp3b1/1p2p2p/pP4pP/1q4P1/1n2B2R/Q1P5/1K6 w - - 0 29,a2b3 d8d1 e3c1 d1c1 b1c1 b4e1,1971,75,94,13823,attraction long mate mateIn3 middlegame pin queensideAttack sacrifice,https://lichess.org/pDTQaosh#57,
tkQnL,q3r1r1/8/3kP1p1/p1pP1b1p/Pp3QnP/1P6/1KPR4/4R3 b - - 1 40,d6e7 f4c7 e7f8 c7f7,2032,84,90,519,epauletteMate mate mateIn2 middlegame short,https://lichess.org/XBbA2bSt/black#80,
eacsv,r4rk1/2p1bppp/3q4/3PP3/1p1P2P1/p4N1P/2Q2P2/R1R3K1 w - - 1 23,c2c7 d6c7 c1c7 b4b3 f3d2 b3b2,1966,76,91,3049,advancedPawn advantage long middlegame,https://lichess.org/WUjLKHBL#45,
AWJo0,6k1/5pp1/p6p/3Pq3/1pp5/4BP1P/PP2QKPb/8 w - - 1 29,e3c5 h2g1 f2f1 e5e2,1982,76,83,73,crushing endgame short,https://lichess.org/9EUl9ozT#57,
rusZS,1k5r/1pp2p2/p2r1bpp/4pR2/B3P3/3PB3/PPP3K1/7R w - - 0 22,h1h6 g6f5 h6h8 f6h8,2098,77,88,118,advantage middlegame short,https://lichess.org/Ak2gLXDh#43,
krhG6,3r1rk1/pb3pp1/7p/4bN2/4p1Q1/1B6/Pqp2PPP/R4RK1 b - - 3 23,a7a5 f5h6 g8h7 h6f7,1936,76,90,3190,crushing deflection kingsideAttack middlegame pin short,https://lichess.org/uHeFgZ0Z/black#46,
ASww8,r3k2r/3p1p2/p2qp2p/1p1bb1p1/1P6/P4B1P/3R1PP1/1N1Q1RK1 b kq - 3 20,e5f4 f3d5 f4d2 d5a8,2006,76,94,6100,advantage middlegame short,https://lichess.org/amiK3VUC/black#40,
ua4PW,3r2k1/pQ2Rpbp/1n4p1/2B2q2/2P1N3/7P/Pr4P1/4R1K1 w - - 1 25,e1f1 f5f1 g1f1 d8d1,1930,76,99,1147,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/8nVvcyqm#49,
AQT5l,2k1r3/2p2p2/p1Qp4/1p1P3p/6p1/5pP1/PPP1qB1P/2KR4 w - - 4 26,d1e1 e2e1 f2e1 e8e1 c1d2 f3f2 c6a6 c8d8,2011,74,95,425,advancedPawn crushing defensiveMove endgame sacrifice veryLong,https://lichess.org/5gQDmuAL#51,
gQwD7,r2q1rk1/pppn2pp/3bp3/7n/3Pp3/2PB4/PP1NQ1PP/1RB2RK1 w - - 0 13,d3e4 d6h2 g1h2 d8h4 h2g1 h5g3,1911,75,88,201,attraction crushing kingsideAttack long opening sacrifice,https://lichess.org/Y1RbLs5k#25,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
spNQT,r1bqnrk1/pp1n2pp/3b1p2/3pN3/2pP1P2/2P5/PPB3PP/RNBQ1R1K w - - 0 12,c2h7 g8h7 d1h5 h7g8 e5g6 f6f5,1964,118,76,23,advantage defensiveMove hangingPiece long opening,https://lichess.org/IFhZaJNZ#23,French_Defense French_Defense_Exchange_Variation
pzdDv,1rb3k1/3n2pp/p2Rp3/1p2N3/4pr2/2P4P/PP4P1/RN5K w - - 0 22,e5d7 f4f1 h1h2 c8d7 d6d7 e4e3 d7d3 e3e2,2077,83,88,42,advancedPawn crushing intermezzo middlegame veryLong,https://lichess.org/v8i8bx37#43,
KKwuO,7k/6pp/1p6/8/1P6/P2Q2KP/5r2/5r2 b - - 4 42,f2f3 d3f3 f1f3 g3f3 h8g8 a3a4,1910,85,88,49,crushing defensiveMove endgame long queenRookEndgame,https://lichess.org/apr0nlWt/black#84,
nFl0A,r1b1kbnr/2q2ppp/p1npp3/1p6/N3P3/1B3N2/PB3PPP/2RQR1K1 b kq - 1 12,b5a4 c1c6 c7c6 b3a4,1927,80,88,44,advantage intermezzo opening pin short,https://lichess.org/beMRk5zR/black#24,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
lBRHK,1r1q1rk1/pb3pp1/3b4/2p4p/Q5n1/1PB1PNP1/P2N1P1P/R4RK1 w - - 0 18,f3h4 d8h4 a4g4 h4g4,1985,80,76,150,crushing middlegame short,https://lichess.org/r7dC2NkB#35,Saragossa_Opening Saragossa_Opening_Other_variations
TM9oA,r5rk/1b3p1p/p6R/4qP2/2p2R1Q/2N3nP/PPP3P1/6K1 b - - 4 24,g3h5 h6h7 h8h7 h4h5 h7g7 f5f6,1993,76,94,5368,advantage attraction kingsideAttack long master middlegame,https://lichess.org/kDaekLhA/black#48,
ptFQJ,2r1Bq1k/6p1/4Q2p/3p4/p2b4/P5P1/1P3P1P/4R1K1 w - - 0 33,e6c8 f8f2 g1h1 f2f3,2049,78,89,310,endgame fork mate mateIn2 short,https://lichess.org/zExteEC8#65,
WYuvo,5rk1/p2b2pp/2p5/3pN2q/3PnrnP/P2B2P1/1B3P2/2RQ1RK1 w - - 0 22,g3f4 h5h4 e5g4 d7g4 d3e4 g4d1,1925,76,85,73,crushing long middlegame,https://lichess.org/Z8C1MbIy#43,
T0VCH,8/8/7R/4kp2/7p/5prP/5KP1/8 w - - 0 52,h6h4 f3g2 f2g1 f5f4,1948,76,92,3467,advancedPawn crushing defensiveMove endgame rookEndgame short,https://lichess.org/4z3eV4tv#103,
nrJzB,2r3k1/2q2p1p/br2pPpP/3pN3/1p1Q4/pPnP2PB/P4P2/R3R1K1 w - - 7 28,e5g6 h7g6 h6h7 g8h8,1940,75,89,213,advantage hangingPiece master middlegame short,https://lichess.org/BFGXKKgO#55,
Yx5tt,8/4p1kp/4q1p1/2Q5/2b5/5PP1/4P2P/3R2K1 w - - 3 34,d1d4 e6e3 g1g2 e3e2 g2h3 c4e6 g3g4 e2f3 h3h4 f3f2,1991,85,83,26,crushing endgame master veryLong,https://lichess.org/tWPH0a08#67,
w5tGl,6k1/pp1b1pp1/5b2/8/3p1QPp/3P1N1P/PPP1qPBK/8 w - - 3 23,f3d4 e2e5 f4e5 f6e5 h2g1 e5d4,2057,117,92,23,advantage endgame fork long,https://lichess.org/OF0oPBFi#45,
h9yO6,8/4p2k/p5p1/1pqPQ2p/7P/P3n1P1/8/3RK3 w - - 3 33,d1d2 c5c1 e1e2 c1d2 e2d2 e3c4 d2c3 c4e5,1944,107,88,19,attraction crushing endgame exposedKing fork sacrifice veryLong,https://lichess.org/2HHTIUAF#65,
yGBxp,rr3qk1/5ppn/3R3p/ppp1pN2/4P2Q/2P1P2P/bPB3P1/4R1K1 b - - 0 25,a2e6 f5e7 g8h8 d6e6,2068,76,95,1045,advantage kingsideAttack master middlegame short,https://lichess.org/VA5stLq7/black#50,
7H2dJ,1R1b2B1/4k3/4P1pp/p7/3p4/1P1P2KP/2P3P1/5r2 w - - 8 44,b8b5 d8c7 g3h4 f1f4 g2g4 f4f3 g4g5 f3f4,2022,158,88,11,crushing endgame veryLong,https://lichess.org/2Go9bdRy#87,
Lk08e,r3r1k1/pb1q1pp1/1p1n1b1p/3p4/1P1N4/2PQ1P2/P1B3PP/R1B2RK1 w - - 1 21,c1h6 g7h6 d3h7 g8f8 h7h6 f6g7,2026,76,90,1627,crushing hangingPiece long middlegame,https://lichess.org/kgsZJT5u#41,
O23hT,2r1r1k1/1p3p1p/p2p1Qp1/Pb1P4/2p5/2R1N2P/1P1q1PP1/5BK1 b - - 3 25,d2b2 e3f5 g6f5 c3g3 g8f8 f6b2,2043,75,95,1032,clearance crushing discoveredAttack long middlegame sacrifice,https://lichess.org/qdRK9eBy/black#50,
aTc6G,8/5p2/6pp/3k3P/p2p1PP1/P2K4/1P6/8 w - - 0 47,h5g6 f7g6 f4f5 g6f5 g4f5 h6h5,1915,76,95,1471,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/Othh8lTR#93,
KSSql,r4rk1/5ppp/2p2b2/2p5/6R1/pP1qBQ1P/P1p2PP1/2R3K1 b - - 1 22,a8d8 f3f6 d3d1 g1h2 d1g4 f6d8,2096,85,70,63,advantage long middlegame pin,https://lichess.org/sVoYwoFB/black#44,
ZwPfn,r5k1/1qpnb1pp/4p3/1p1nPr2/6Q1/6P1/PP3PBP/R1BR2K1 b - - 4 18,d7e5 g4f5 e6f5 g2d5 b7d5 d1d5,2026,76,94,871,advantage fork long master middlegame,https://lichess.org/MGSFlvgT/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Three_Knights_Variation
R6vNk,5r1k/1p5p/nq4p1/p1bP4/2p2rQ1/P1N3N1/1PB1R1K1/7R w - - 0 26,g4g6 f4f2 g2h3 h7g6,1944,76,92,857,crushing middlegame short,https://lichess.org/PX4J866h#51,
